order_id,quantity,unit_price,ORDERLINENUMBER,total_price,order_date,STATUS,QTR_ID,MONTH_ID,YEAR_ID,category,MSRP,product,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,region,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,order_year
10396,0.29670329670329676,1.0,3,0.41374138185839376,2005-03-23,Shipped,1,3,2005,0,173,12,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2005
10413,0.17582417582417587,1.0,1,0.21364021037198905,2005-05-05,Shipped,2,5,2005,0,173,12,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,1,King,Julie,Medium,2005
10108,0.3626373626373627,0.8547592997811815,7,0.22084867877832492,2003-03-03,Shipped,1,3,2003,0,79,13,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,2,Cruz,Arnold,Medium,2003
10122,0.28571428571428575,0.5054704595185996,11,0.11475537602191657,2003-05-08,Shipped,2,5,2003,0,79,13,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,1,Lebihan,Laurence,Small,2003
10135,0.19780219780219782,0.6582330415754925,8,0.09691507844834116,2003-07-02,Shipped,3,7,2003,0,79,13,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2003
10147,0.16483516483516486,0.5054704595185996,8,0.06312262557653411,2003-09-05,Shipped,3,9,2003,0,79,13,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,1,Nelson,Allen,Small,2003
10159,0.19780219780219782,0.6364879649890591,3,0.09410933431955926,2003-10-10,Shipped,4,10,2003,0,79,13,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,1,Brown,Julie,Small,2003
10169,0.3296703296703297,0.5054704595185996,3,0.13353092163841926,2003-11-04,Shipped,4,11,2003,0,79,13,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Small,2003
10181,0.15384615384615385,0.7456236323851204,15,0.08425099645826273,2003-11-12,Shipped,4,11,2003,0,79,13,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,1,Oeztan,Veysel,Small,2003
10191,0.2637362637362638,0.5164113785557987,4,0.10713222216258464,2003-11-20,Shipped,4,11,2003,0,79,13,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,1,Pfalzheim,Henriette,Small,2003
10203,0.41758241758241765,0.7673687089715535,9,0.23303484313640432,2003-12-02,Shipped,4,12,2003,0,79,13,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Medium,2003
10211,0.2417582417582418,0.8983862144420129,3,0.15512691654161156,2004-01-15,Shipped,1,1,2004,0,79,13,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,1,Perrier,Dominique,Small,2004
10225,0.3406593406593407,0.6910557986870898,10,0.17514137171183478,2004-02-22,Shipped,1,2,2004,0,79,13,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,1,Holz,Michael,Small,2004
10238,0.15384615384615385,0.647292122538293,4,0.07367798792265381,2004-04-09,Shipped,2,4,2004,0,79,13,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,1,Petersen,Jytte,Small,2004
10253,0.20879120879120883,0.8655634573304158,14,0.13029652215662904,2004-06-01,Cancelled,2,6,2004,0,79,13,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,1,Devon,Elizabeth,Small,2004
10266,0.3186813186813187,0.6801148796498906,15,0.16169938686844104,2004-07-06,Shipped,3,7,2004,0,79,13,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,1,Moroni,Maurizio,Small,2004
10276,0.3516483516483517,0.7783096280087529,4,0.1986585954956631,2004-08-02,Shipped,3,8,2004,0,79,13,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,1,Barajas,Miguel,Medium,2004
10287,0.38461538461538464,0.5819201312910285,13,0.17385172936333285,2004-08-30,Shipped,3,8,2004,0,79,13,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,1,Holz,Michael,Small,2004
10300,0.17582417582417587,0.6801148796498906,6,0.08847284729355245,2003-10-04,Shipped,4,10,2003,0,79,13,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,1,Keitel,Roland,Small,2003
10310,0.4725274725274726,0.7456236323851204,11,0.25781597524239613,2004-10-16,Shipped,4,10,2004,0,79,13,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,1,Pfalzheim,Henriette,Medium,2004
10320,0.3516483516483517,0.6364879649890591,4,0.16968502287019685,2004-11-03,Shipped,4,11,2004,0,79,13,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,1,Berglund,Christina,Small,2004
10329,0.29670329670329676,1.0,14,0.2297997083967187,2004-11-15,Shipped,4,11,2004,0,79,13,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,1,Yu,Kwai,Medium,2004
10341,0.3296703296703297,0.911925601750547,10,0.2121976343812474,2004-11-24,Shipped,4,11,2004,0,79,13,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,1,Pipps,Georg,Medium,2004
10363,0.3076923076923077,0.7486323851203502,5,0.16859095912186678,2005-01-06,Shipped,1,1,2005,0,79,13,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,1,Suominen,Kalle,Small,2005
10377,0.19780219780219782,0.5600382932166301,5,0.08424511439509966,2005-02-09,Shipped,1,2,2005,0,79,13,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,1,Karttunen,Matti,Small,2005
10389,0.3296703296703297,0.5932713347921226,7,0.15052420211651338,2005-03-03,Shipped,1,3,2005,0,79,13,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,1,Larsson,Maria,Small,2005
10419,0.3076923076923077,0.8655634573304158,14,0.18996490614065337,2005-05-17,Shipped,2,5,2005,0,79,13,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,1,Pipps,Georg,Medium,2005
10104,0.38461538461538464,1.0,9,0.30392987992503306,2003-01-31,Shipped,1,1,2003,5,118,14,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Medium,2003
10115,0.43956043956043966,1.0,5,0.38539645473348005,2003-04-04,Shipped,2,4,2003,5,118,14,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1,Hernandez,Maria,Medium,2003
10127,0.19780219780219782,1.0,11,0.15274762199215186,2003-06-03,Shipped,2,6,2003,5,118,14,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Small,2003
10141,0.16483516483516486,1.0,5,0.1219042885387264,2003-08-01,Shipped,3,8,2003,5,118,14,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,1,Suominen,Kalle,Small,2003
10151,0.19780219780219782,1.0,3,0.20921542835757356,2003-09-21,Shipped,3,9,2003,5,118,14,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,1,Koskitalo,Pirkko,Medium,2003
10165,0.46153846153846156,1.0,12,0.4664086401625802,2003-10-22,Shipped,4,10,2003,5,118,14,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,2,Natividad,Eric,Medium,2003
10175,0.21978021978021983,1.0,1,0.22507347064519617,2003-11-06,Shipped,4,11,2003,5,118,14,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,1,Brown,Ann,Medium,2003
10184,0.3406593406593407,1.0,6,0.29660965231859904,2003-11-14,Shipped,4,11,2003,5,118,14,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,1,Roel,Jose Pedro,Medium,2003
10195,0.4725274725274726,1.0,6,0.4384585465274873,2003-11-25,Shipped,4,11,2003,5,118,14,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,1,Frick,Steve,Medium,2003
10207,0.3076923076923077,0.9937089715536105,7,0.21338875217176803,2003-12-09,Shipped,4,12,2003,5,118,14,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,1,Franco,Valarie,Medium,2003
10219,0.46153846153846156,1.0,2,0.3242156452586527,2004-02-10,Shipped,1,2,2004,5,118,14,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,1,Taylor,Sue,Medium,2004
10229,0.3296703296703297,1.0,1,0.29703169035054894,2004-03-11,Shipped,1,3,2004,5,118,14,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2004
10246,0.43956043956043966,1.0,5,0.337301765280681,2004-05-05,Shipped,2,5,2004,5,118,14,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Medium,2004
10259,0.43956043956043966,1.0,4,0.445497905617885,2004-06-15,Shipped,2,6,2004,5,118,14,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,0,Victorino,Wendy,Medium,2004
10271,0.27472527472527475,0.9612964989059081,5,0.18603054114245843,2004-07-20,Shipped,3,7,2004,5,118,14,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2004
10281,0.38461538461538464,1.0,1,0.35035406343952175,2004-08-19,Shipped,3,8,2004,5,118,14,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,1,Yu,Kyung,Medium,2004
10292,0.16483516483516486,1.0,8,0.12740107656461042,2004-09-08,Shipped,3,9,2004,5,118,14,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,1,Yu,Kwai,Small,2004
10305,0.3516483516483517,1.0,5,0.315502839198363,2004-10-13,Shipped,4,10,2004,5,118,14,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,1,Hernandez,Marta,Medium,2004
10314,0.4285714285714286,1.0,14,0.41935948743701595,2004-10-22,Shipped,4,10,2004,5,118,14,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,1,Ibsen,Palle,Medium,2004
10324,0.21978021978021983,0.4307986870897156,7,0.07615433651430409,2004-11-05,Shipped,4,11,2004,5,118,14,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1,Frick,Michael,Small,2004
10336,0.3516483516483517,1.0,3,0.4331014575017261,2004-11-20,Shipped,4,11,2004,5,118,14,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,1,Bertrand,Marie,Medium,2004
10349,0.46153846153846156,1.0,9,0.34930852671228696,2004-12-01,Shipped,4,12,2004,5,118,14,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,1,Young,Jeff,Medium,2004
10358,0.39560439560439564,0.5098468271334792,9,0.16268242667456823,2004-12-10,Shipped,4,12,2004,5,118,14,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Small,2004
10371,0.4725274725274726,0.12076039387308535,4,0.09320570236613343,2005-01-23,Shipped,1,1,2005,5,118,14,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2005
10382,0.28571428571428575,0.5429431072210066,13,0.12120211724863553,2005-02-17,Shipped,1,2,2005,5,118,14,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2005
10412,0.5274725274725275,1.0,5,0.4021279834008178,2005-05-03,Shipped,2,5,2005,5,118,14,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Medium,2005
10425,0.29670329670329676,1.0,4,0.3095781310773661,2005-05-31,In Process,2,5,2005,5,118,14,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,1,Labrune,Janine,Medium,2005
10108,0.3296703296703297,1.0,3,0.23887867288890913,2003-03-03,Shipped,1,3,2003,0,115,15,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,2,Cruz,Arnold,Medium,2003
10122,0.15384615384615385,1.0,7,0.1220432522809538,2003-05-08,Shipped,2,5,2003,0,115,15,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,1,Lebihan,Laurence,Small,2003
10135,0.2527472527472528,0.9711433260393874,4,0.17327675768914325,2003-07-02,Shipped,3,7,2003,0,115,15,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2003
10147,0.29670329670329676,0.9711433260393874,4,0.2020665158407637,2003-09-05,Shipped,3,9,2003,0,115,15,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,1,Nelson,Allen,Medium,2003
10160,0.4835164835164836,1.0,5,0.3455616524774147,2003-10-11,Shipped,4,10,2003,0,115,15,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,1,Chandler,Michael,Medium,2003
10170,0.38461538461538464,1.0,3,0.28741010553156576,2003-11-04,Shipped,4,11,2003,0,115,15,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1,Mendel,Roland,Medium,2003
10181,0.3296703296703297,1.0,11,0.29374949910555875,2003-11-12,Shipped,4,11,2003,0,115,15,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,1,Oeztan,Veysel,Medium,2003
10192,0.23076923076923078,1.0,16,0.2251675836558052,2003-11-20,Shipped,4,11,2003,0,115,15,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,1,Young,Valarie,Medium,2003
10203,0.4505494505494506,1.0,5,0.3465799846625203,2003-12-02,Shipped,4,12,2003,0,115,15,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Medium,2003
10212,0.29670329670329676,1.0,15,0.2719211627074254,2004-01-16,Shipped,1,1,2004,0,115,15,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Medium,2004
10225,0.16483516483516486,1.0,6,0.16192584630021903,2004-02-22,Shipped,1,2,2004,0,115,15,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,1,Holz,Michael,Small,2004
10239,0.16483516483516486,0.9080962800875274,5,0.10857920970069856,2004-04-12,Shipped,2,4,2004,0,115,15,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,1,Koskitalo,Pirkko,Small,2004
10253,0.38461538461538464,1.0,10,0.32560454742303135,2004-06-01,Cancelled,2,6,2004,0,115,15,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,1,Devon,Elizabeth,Medium,2004
10266,0.3736263736263737,1.0,11,0.29309364906287705,2004-07-06,Shipped,3,7,2004,0,115,15,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,1,Moroni,Maurizio,Medium,2004
10277,0.2417582417582418,1.0,1,0.19453085767098238,2004-08-04,Shipped,3,8,2004,0,115,15,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,2,Natividad,Eric,Medium,2004
10287,0.18681318681318687,1.0,9,0.16124205645751277,2004-08-30,Shipped,3,8,2004,0,115,15,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,1,Holz,Michael,Small,2004
10300,0.18681318681318687,1.0,2,0.170982753055548,2003-10-04,Shipped,4,10,2003,0,115,15,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,1,Keitel,Roland,Small,2003
10310,0.20879120879120883,1.0,7,0.14871473243597558,2004-10-16,Shipped,4,10,2004,0,115,15,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,1,Pfalzheim,Henriette,Small,2004
10321,0.19780219780219782,1.0,15,0.18401666976700412,2004-11-04,Shipped,4,11,2004,0,115,15,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,1,Benitez,Violeta,Small,2004
10329,0.3626373626373627,0.5177789934354485,15,0.150193336063591,2004-11-15,Shipped,4,11,2004,0,115,15,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,1,Yu,Kwai,Small,2004
10341,0.5384615384615385,0.6608315098468271,7,0.26865367662034295,2004-11-24,Shipped,4,11,2004,0,115,15,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,1,Pipps,Georg,Medium,2004
10363,0.43956043956043966,0.8420404814004376,6,0.2637053909844147,2005-01-06,Shipped,1,1,2005,0,115,15,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,1,Suominen,Kalle,Medium,2005
10377,0.4835164835164836,1.0,1,0.3455616524774147,2005-02-09,Shipped,1,2,2005,0,115,15,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,1,Karttunen,Matti,Medium,2005
10389,0.4505494505494506,1.0,8,0.35010481101298685,2005-03-03,Shipped,1,3,2005,0,115,15,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,1,Larsson,Maria,Medium,2005
10405,1.0,0.9080962800875274,5,0.6298241189588454,2005-04-14,Shipped,2,4,2005,0,115,15,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,1,Citeaux,Frederique,Large,2005
10419,0.28571428571428575,1.0,10,0.2463488931060014,2005-05-17,Shipped,2,5,2005,0,115,15,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,1,Pipps,Georg,Medium,2005
10103,0.3186813186813187,1.0,10,0.2527721060800681,2003-01-29,Shipped,1,1,2003,5,116,16,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,1,Bergulfsen,Jonas,Medium,2003
10113,0.4725274725274726,1.0,4,0.3260523194813197,2003-03-26,Shipped,1,3,2003,5,116,16,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2003
10126,0.3516483516483517,1.0,10,0.2481399813391546,2003-05-28,Shipped,2,5,2003,5,116,16,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,1,Sommer,Mart¡n,Medium,2003
10140,0.28571428571428575,1.0,10,0.27199468849696373,2003-07-24,Shipped,3,7,2003,5,116,16,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,1,Hirano,Juri,Medium,2003
10150,0.3076923076923077,1.0,7,0.3057842003371893,2003-09-19,Shipped,3,9,2003,5,116,16,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,2,Natividad,Eric,Medium,2003
10164,0.3296703296703297,0.9886487964989059,8,0.22704690283640439,2003-10-21,Resolved,4,10,2003,5,116,16,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1,Mendel,Roland,Medium,2003
10174,0.46153846153846156,0.9089168490153172,3,0.29397007647417367,2003-11-06,Shipped,4,11,2003,5,116,16,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,0,Calaghan,Tony,Medium,2003
10183,0.16483516483516486,0.9567833698030634,7,0.11407599772658258,2003-11-13,Shipped,4,11,2003,5,116,16,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,1,Cervantes,Francisca,Small,2003
10194,0.16483516483516486,0.9089168490153172,10,0.10867185219551684,2003-11-25,Shipped,4,11,2003,5,116,16,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,1,Saveley,Mary,Small,2003
10206,0.3076923076923077,1.0,5,0.25621164251467027,2003-12-05,Shipped,4,12,2003,5,116,16,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,1,Tannamuri,Yoshi,Medium,2003
10215,0.43956043956043966,1.0,2,0.34335587879126545,2004-01-29,Shipped,1,1,2004,5,116,16,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,1,Thompson,Steve,Medium,2004
10228,0.28571428571428575,1.0,1,0.2115976639386148,2004-03-10,Shipped,1,3,2004,5,116,16,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,1,Tseng,Kyung,Medium,2004
10245,0.2527472527472528,1.0,8,0.21828851078660094,2004-05-04,Shipped,2,5,2004,5,116,16,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,1,Murphy,Leslie,Medium,2004
10258,0.38461538461538464,1.0,5,0.3654871414422966,2004-06-15,Shipped,2,6,2004,5,116,16,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,2,Shimamura,Akiko,Medium,2004
10270,0.40659340659340665,0.9567833698030634,8,0.27072122182216024,2004-07-19,Shipped,3,7,2004,5,116,16,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,0,Huxley,Adrian,Medium,2004
10280,0.19780219780219782,1.0,1,0.17042910386032453,2004-08-17,Shipped,3,8,2004,5,116,16,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,1,Accorti,Paolo,Small,2004
10291,0.38461538461538464,1.0,10,0.3092355008981175,2004-09-08,Shipped,3,9,2004,5,116,16,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,1,Larsson,Maria,Medium,2004
10304,0.43956043956043966,0.9726477024070022,5,0.2960052703285941,2004-10-11,Shipped,4,10,2004,5,116,16,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,1,Tonini,Daniel,Medium,2004
10312,0.28571428571428575,1.0,2,0.27199468849696373,2004-10-21,Shipped,4,10,2004,5,116,16,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2004
10322,0.17582417582417587,1.0,10,0.13006050437221106,2004-11-04,Shipped,4,11,2004,5,116,16,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,1,Young,Valarie,Small,2004
10333,0.2527472527472528,0.18285010940919033,7,0.05037398892848661,2004-11-18,Shipped,4,11,2004,5,116,16,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,1,Murphy,Julie,Small,2004
10347,0.39560439560439564,0.3107221006564551,5,0.11771993585610119,2004-11-29,Shipped,4,11,2004,5,116,16,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,0,Ferguson,Peter,Small,2004
10357,0.3626373626373627,0.9726477024070022,1,0.2455665787053138,2004-12-10,Shipped,4,12,2004,5,116,16,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2004
10370,0.23076923076923078,1.0,1,0.2521464016110971,2005-01-20,Shipped,1,1,2005,5,116,16,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Medium,2005
10381,0.46153846153846156,0.9726477024070022,2,0.3104163250781028,2005-02-17,Shipped,1,2,2005,5,116,16,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,1,Brown,Julie,Medium,2005
10391,0.2527472527472528,0.7962253829321662,10,0.14600530709148887,2005-03-09,Shipped,1,3,2005,5,116,16,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Small,2005
10411,0.23076923076923078,1.0,8,0.2007893728764833,2005-05-01,Shipped,2,5,2005,5,116,16,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,1,Fresnisre,Jean,Medium,2005
10424,0.5274725274725275,1.0,5,0.4926132315540337,2005-05-31,In Process,2,5,2005,5,116,16,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1,Freyre,Diego,Large,2005
10109,0.21978021978021983,1.0,4,0.2865336781202691,2003-03-10,Shipped,1,3,2003,0,141,17,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,1,Hernandez,Rosa,Medium,2003
10122,0.3076923076923077,1.0,2,0.33253288257122626,2003-05-08,Shipped,2,5,2003,0,141,17,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,1,Lebihan,Laurence,Medium,2003
10136,0.20879120879120883,1.0,2,0.23253413250964844,2003-07-04,Shipped,3,7,2003,0,141,17,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,1,Roulet,Annette,Medium,2003
10148,0.18681318681318687,1.0,13,0.16322063545398866,2003-09-11,Shipped,3,9,2003,0,141,17,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Small,2003
10161,0.2417582417582418,1.0,12,0.24136678560688557,2003-10-17,Shipped,4,10,2003,0,141,17,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,1,Ibsen,Palle,Medium,2003
10171,0.3186813186813187,1.0,2,0.2960052703285941,2003-11-05,Shipped,4,11,2003,0,141,17,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,1,Fresnisre,Jean,Medium,2003
